AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT,ORG TYPE
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OHIO OFFICE OF CRIMINAL JUSTICE SERVICES,State - Social Services Department,3/7/2025,"$4,858",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OHIO OFFICE OF CRIMINAL JUSTICE SERVICES,State - Social Services Department,3/7/2025,"$1,179",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILD DEVELOPMENT CENTER OF THE MMCC,State - Social Services Department,3/7/2025,"$237,805",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILD DEVELOPMENT CENTER OF THE MMCC,State - Social Services Department,3/7/2025,"$353,929",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILD DEVELOPMENT CENTER OF THE MMCC,State - Social Services Department,3/7/2025,"$66,467",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILD DEVELOPMENT CENTER OF THE MMCC,State - Social Services Department,3/7/2025,"$94,920",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IN ST Housing and Community Development Authority,State - Social Services Department,3/7/2025,"$196,728",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IN ST Housing and Community Development Authority,State - Social Services Department,3/7/2025,"$505,179",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IN ST Housing and Community Development Authority,State - Social Services Department,3/7/2025,"$546,245",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IN ST Housing and Community Development Authority,State - Social Services Department,3/7/2025,"$365,195",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,KANSAS HOUSING RESOURCES CORP,State - Social Services Department,3/7/2025,"$432,131",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,State - Social Services Department,3/7/2025,"$7,574",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,State - Social Services Department,3/7/2025,"$25,304",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,State - Social Services Department,3/7/2025,"$4,641",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,State - Social Services Department,3/7/2025,"$17,604",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,Bais Yaakov Faigeh Schonberger of Adas Yereim,State - Social Services Department,3/7/2025,"$43,299",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NYS Office of Temporary and Disability Assistance,State - Social Services Department,3/7/2025,"$237,342",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NYS Office of Temporary and Disability Assistance,State - Social Services Department,3/7/2025,"$140,443",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NYS Office of Temporary and Disability Assistance,State - Social Services Department,3/7/2025,"$5,075,958",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NYS Office of Temporary and Disability Assistance,State - Social Services Department,3/7/2025,"$17,973",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,American Samoa Alliance Against Domestic and Sex Violen,State - Social Services Department,3/7/2025,"$23,792",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$2,701",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$36,588",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$2,549",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$80,616",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$458,547",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$4,072",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$44,040",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$80,673",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$1,198,464",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$26,494,536",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$11,210,133",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$383,094",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$155,046",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$97,149",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$22,992",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$117,657",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$115,541",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COLORADO DEPARTMENT OF EARLY CHILDHOOD,State - Social Services Department,3/7/2025,"$2,990",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF CHILDREN AND YOUTH SERVICES,State - Social Services Department,3/7/2025,"$3,160",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SOCIAL SERVICES SOUTH DAKOTA DEPARTMENT,State - Social Services Department,3/7/2025,"$772,876",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HUMAN SERVICES, ARKANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,$8,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HUMAN SERVICES, ARKANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$5,152",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,VA ST DEPARTMENT OF SOCIAL SERVICES,State - Social Services Department,3/7/2025,"$5,434,201",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,715",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$3,342",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$10,115",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$207,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,126",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$374,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$61,969",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$25,847",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$12,628",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$14,468",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$2,772",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$14,958",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,556",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$8,005",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,523",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,613",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$92,933",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$696,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$504,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$2,992",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$422,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$44,273",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$12,253",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,361",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$122,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$604,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$436,State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$118,380",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$791,352",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$83,077",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$1,040,203",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$63,709",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$3,009,709",State Social Services
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$264,646",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,"HI ST OFFICE OF THE GOVERNOR, EXECUTIVE OFFICE ON AGING",State - Social Services Department,3/7/2025,"$52,165",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,"HI ST OFFICE OF THE GOVERNOR, EXECUTIVE OFFICE ON AGING",State - Social Services Department,3/7/2025,$414,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,"HI ST OFFICE OF THE GOVERNOR, EXECUTIVE OFFICE ON AGING",State - Social Services Department,3/7/2025,"$10,000",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,"SOCIAL SERVICES, CALIFORNIA DEPARTMENT OF",State - Social Services Department,3/7/2025,"$34,723",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$30,062",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$1,785",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$35,930",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$1,227",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$101,802",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$3,321",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$43,292",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$29,454",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$33,594",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$43,370",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$573,400",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,$750,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$677,109",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$27,016",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$754,685",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$377,232",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$4,187",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$16,463",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$934,812",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$61,493",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,$607,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$28,133",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$107,703",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$18,587",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$109,529",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$4,292",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,"$4,839",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,"$3,196",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$18,661",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$96,510",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,$138,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$257,808",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,$63,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$114,725",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$157,615",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$14,243",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,$334,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$30,540",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MD ST OFFICE ON AGING,State - Social Services Department,3/7/2025,"$400,099",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MS ST COUNCIL ON AGING,State - Social Services Department,3/7/2025,$32,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MS ST COUNCIL ON AGING,State - Social Services Department,3/7/2025,$11,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MS ST COUNCIL ON AGING,State - Social Services Department,3/7/2025,$17,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,MS ST COUNCIL ON AGING,State - Social Services Department,3/7/2025,$24,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,"$2,016",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,DISABILITY RIGHTS TENNESSEE,State - Social Services Department,3/7/2025,$731,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,DISABILITY RIGHTS TENNESSEE,State - Social Services Department,3/7/2025,"$3,409",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,DISABILITY RIGHTS TENNESSEE,State - Social Services Department,3/7/2025,$545,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,DISABILITY RIGHTS TENNESSEE,State - Social Services Department,3/7/2025,$172,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,TN ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$1,561",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,State of California Department of Aging,State - Social Services Department,3/7/2025,"$9,369",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,Community Catalyst Inc,State - Social Services Department,3/7/2025,"$56,637",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,RHODE ISLAND PARENT INFORMATION NETWORK,State - Social Services Department,3/7/2025,"$14,740",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,IOWA DEPT ON AGING,State - Social Services Department,3/7/2025,"$10,524",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,IOWA DEPT ON AGING,State - Social Services Department,3/7/2025,"$50,146",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,OH ST DEPARTMENT OF AGING,State - Social Services Department,3/7/2025,$94,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,OH ST DEPARTMENT OF AGING,State - Social Services Department,3/7/2025,$249,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,OH ST DEPARTMENT OF AGING,State - Social Services Department,3/7/2025,$760,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,OH ST DEPARTMENT OF AGING,State - Social Services Department,3/7/2025,$297,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,Mississippi Department of Human Services,State - Social Services Department,3/7/2025,$88,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$181,137",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$78,379",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$89,286",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$345,548",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$20,370",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$513,853",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$18,634",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$410,635",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$217,301",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$140,871",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$52,425",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,$612,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$13,868",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$249,566",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$1,527,331",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$578,273",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$1,974,782",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$101,981",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$76,472",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$1,486,749",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$20,780",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$35,079",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$28,656",State Social Services
